data_base_index,genre,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
3950,metal,-5.43,100.691,4,2,1,234.05669,50.845648148100004,60.6043851852,0.0877555555556,-18.957970370399998,-25.1765851852,-30.4470148148,-6.4773037037,-8.65796296296,23.2588444444,4.45233703704,-1.3986,8.33240740741,22.886469309499997,1972.47038764,708.3470368960001,295.550869836,504.73942307199997,176.283688666,253.78387273,194.98161633900003,190.670147205,222.259893438,71.42111960300001,201.47061940400002
1707,dance and electronica,-5.234,95.166,5,0,1,242.442,43.3582812172,61.067475341000005,-31.3164050367,-4.52699895068,17.7701427072,0.860328436516,22.126807974800002,2.95140398741,6.953116474289999,4.5232245540400005,-15.9295760756,-2.11783735572,70.3347234928,2441.81900401,4839.38804703,4375.27865256,1267.73390727,1859.61895664,1131.10457651,1315.69409329,409.561159383,699.814668426,596.71250402,338.845322552
1542,dance and electronica,-6.273,123.032,4,0,1,348.26404,46.4336299007,42.2615013068,-30.5861327757,3.3757616309500005,15.9287710403,-17.5260266597,-4.59308207005,-10.431446942,-13.401992681700001,3.5023429168800004,7.2923204391,-12.8067710403,11.3949460345,798.39772118,1463.89344486,902.385737279,983.338596855,764.79791126,470.44804592,214.609016498,224.20009787400002,374.407304745,230.27274815599998,245.011901015
2794,punk,-10.888,113.264,4,1,1,143.41179,44.6130222222,29.9031131313,48.688472727299995,2.73053333333,-15.6559272727,-17.2230444444,13.601860606099999,0.193428282828,-1.61397171717,-6.761212121209999,1.63631919192,11.9593474747,29.385478971199998,2725.64470437,1652.62379402,722.790046346,444.70380998699994,386.395948673,536.877424686,566.824466136,237.912817236,357.82229848599997,106.36934110600001,194.21419259799998
588,dance and electronica,-18.207,169.30200000000005,4,3,0,90.48771,34.6644228723,45.15121808510001,10.6482420213,4.433606382980001,11.9792978723,12.0284946809,-14.3366542553,2.89054521277,-7.43824202128,6.1365797872300005,-0.901515957447,13.617353723399999,12.2091521536,1947.97083593,1385.18455786,1879.68039364,764.0215721769998,945.1737498189999,520.5406113380001,715.726514317,360.295096556,430.483632281,420.49003301,215.642597745
4462,metal,-5.655,91.711,3,5,1,270.68036,49.07815050510001,65.8778030303,-7.16626363636,-9.94653838384,-42.8672282828,-18.1699525253,6.25680909091,0.167842424242,5.54966363636,7.79205252525,-0.483277777778,11.4910737374,11.4512370026,653.635588603,1081.88932181,1113.20658016,448.763450303,686.488137061,385.79408338300004,249.633062749,295.016282955,174.339748294,242.19689222099998,160.203958323
845,dance and electronica,-13.372,115.976,5,10,0,369.42322,38.5115960765,-1.29822434608,-63.0497007042,11.3806302817,19.6346207243,-23.3563978873,-16.9650995976,-2.95705633803,14.974679074400001,12.223178571400002,10.7099899396,-4.456942655940001,10.6231385516,1873.15603492,2356.46870638,1880.82125637,1317.12710006,1204.62134804,623.125482165,453.626623714,378.233087345,186.646573125,232.691021027,411.184419146
633,dance and electronica,-8.323,120.188,4,8,1,305.6322,45.0918088779,5.073184340319999,15.967702219500001,9.095817509249999,34.608825524000004,0.8633908754620001,-4.85098458693,-4.39930764488,6.28699938348,5.58419358816,-2.1294919852,-3.60301048089,33.2265621521,2138.65461109,2178.52032056,1446.74442343,1009.72388513,1116.53036681,695.114899338,368.545878267,265.942555428,308.86746508,306.281471723,305.24050593
1548,dance and electronica,-8.302999999999999,128.01,4,9,1,378.87955,42.4816362631,20.264996683299998,-14.2340525152,66.917090105,12.791546710899999,-5.84009508015,2.92144776119,9.38705638474,4.72323106689,10.243092869,14.9070652294,-4.21338032062,35.4956013271,3634.28383053,3796.20520096,4162.02146524,1429.96934084,2715.4374458,969.520321837,963.832422447,189.875086402,474.65135499699994,858.576363793,245.118818103
3591,metal,-5.751,129.304,4,9,1,391.49669,48.997953462,50.86453916,39.055291714,-5.486734392740001,-23.3004415437,-18.2268626561,-4.98839500568,-7.70738819523,13.4851123723,0.00824063564132,-1.41641430193,8.60425312145,25.100939504099998,1732.12807281,1362.69745368,638.392998869,1240.09657757,399.38830123800005,455.974165317,302.166868405,357.48398989300006,221.161549963,107.360148965,272.469555476
3556,metal,-5.23,100.018,4,3,1,301.13914,51.50368313640001,47.3703319012,20.6420837809,-10.85283029,-41.7930719656,-25.9472771214,2.59115789474,2.01429967777,13.283747583199997,8.16340816327,-3.30021160043,-5.23228464017,7.81164879219,565.8601277380001,428.154865819,511.014173705,414.947047061,204.570080798,206.620752447,232.68395652799998,216.098257087,147.041646942,92.2556245965,160.441963505
1762,dance and electronica,-18.553,107.483,5,2,0,328.95955,33.3658870215,8.10404761905,-82.0425957049,-14.592591036400002,56.3526386555,-44.454231559300005,-0.448339869281,12.2890522876,16.386270775,14.747370681600001,-3.72978804855,-12.3861027077,30.038509394299997,13238.928056899998,2873.71562316,1542.10970532,2527.21159905,757.827000342,629.408172364,1038.07262022,1503.29258392,368.17905973800003,323.853154496,580.475628001
4599,metal,-9.442,112.628,3,2,0,595.66975,44.23898079999999,12.1623376,35.4477808,-1.564412,-1.8746104,-18.9855968,-10.421792,-10.9982352,3.5232976000000003,-2.3385576,0.8694864,-1.1319888,26.631956330799998,2796.06376336,1456.52314508,472.87833733800005,821.272211644,414.22727844400004,520.046187288,286.43216232099996,544.381962511,264.497388147,110.822607167,213.07166050400002
3870,metal,-14.24,107.992,4,11,0,130.0371,37.651988,-73.1443,63.586016,3.551936,-4.613244,-6.122164,-7.431448,-6.7356880000000015,-2.302812,-11.20348,4.241852,22.829356,69.5616308039,2149.56115295,2078.78415771,652.804262492,1130.30543271,529.5250604409999,451.92783358300005,201.62103386299998,627.706327033,173.852111122,118.33767876600001,422.424818197
596,punk,-17.442,86.76899999999998,4,5,0,203.7024,33.3473028017,42.6494278017,-12.462743534500001,-0.487176724138,15.7969471983,12.5822823276,-3.78269719828,1.11387715517,10.556507543099999,8.500616379310001,-12.2937661638,-8.785991379310001,25.8024189094,2022.97440905,2624.63162648,1875.61690485,1331.66889076,1096.79528145,1066.07553551,669.710480897,546.119863371,515.454189252,347.016261854,367.084059394
660,dance and electronica,-6.71,179.949,4,8,1,304.79628,46.2756745676,14.890167841099998,13.402058296,10.3460634209,5.68793465727,1.40684753363,-9.45193273543,-5.10775976938,4.362422165280002,3.08765470852,0.701732863549,-1.64962075593,29.146016186199997,1371.88437142,2990.01750043,1716.51045537,1061.19261847,1031.497745,787.373656126,453.648497101,338.86078819,411.724732165,377.429534648,297.042063305
258,punk,-18.458,105.703,5,5,1,219.92444,32.0806724409,-25.1302850394,33.7076740157,-3.81655433071,-4.58382362205,1.35141102362,-16.086911811,-0.629039370079,0.214633070866,0.329925984252,-5.19822677165,2.8262724409400004,56.707307246999996,3458.24132083,2063.22276731,1825.54593862,971.0576744760001,822.402381458,623.934298395,594.444669439,724.0462251710001,417.84965018199995,240.57067875200002,250.72933491900002
1806,punk,-9.344,192.694,1,2,1,60.73424,47.0044886878,-13.0704932127,70.49725339369998,6.5200361991,-20.0911900452,-13.8019366516,-8.78687330317,1.25328959276,19.2333257919,13.2482941176,-4.2605113122199985,-20.394561086,2.22577945349,277.520721616,446.673893384,443.378559582,526.643376525,684.090310792,200.550682654,154.576606857,314.850545532,164.421357728,158.71874491100002,180.460126635
4562,metal,-7.121,120.171,4,0,1,256.1824,47.2186955178,29.859080370900003,11.4416228748,-12.700236475999999,-11.9834265842,-21.9529258114,5.68748377125,-4.86431530139,6.93670479134,2.83227357032,-4.5574683153,-10.2575919629,27.4379835966,1365.11878677,2902.90017411,574.011945092,1107.01918611,408.991142121,1084.7723164,328.53510046900004,619.4337250890001,237.358739955,106.86548772299999,259.695768612
