data_base_index,genre,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
37,dance and electronica,-13.546,187.444,3,1,1,566.7522,36.039292633,-32.3178420873,-75.85445839020001,17.7672264666,-21.610884720300003,-25.5522653479,10.860434856800001,10.4265518417,4.21166609823,9.94528683492,4.497896316509999,3.81525886767,48.94647272130001,9791.33780846,4590.08277371,3569.92794368,1341.73280997,1581.95090032,836.012966895,1565.31956898,454.86111132199994,548.92420214,477.037189979,360.71070362300003
3130,punk,-8.96,148.80100000000004,4,5,0,107.54567,46.2071954262,77.1361850312,32.9576569647,2.16882744283,-57.4214158004,-10.152950104,-23.7236943867,-2.2285634095599995,10.7139334719,-3.4113970894,3.33682744283,-8.74932224532,13.038059903599999,917.8078238019999,745.3714720419998,533.185001536,410.16272744,335.056425598,146.649519426,307.27620724,134.170041293,188.449059603,116.266828513,115.692329649
3559,dance and electronica,-4.522,115.955,5,10,0,264.77669,50.492257475100004,61.5316686047,13.746429402,2.8568222591400003,32.822627907,-34.9494210963,-20.0513662791,1.78053820598,-7.51004401993,3.832434385380001,11.309068936900001,0.40472923588,14.9041160832,1368.48266433,1308.00726959,411.339414532,840.672098418,390.511048481,823.454031126,302.859524453,182.56353919,166.855145246,177.36677890299995,203.477752317
840,dance and electronica,-5.812,172.84400000000005,4,4,0,342.54322,44.800663952600004,33.9840007402,11.803373057,10.567427091,-0.253984455959,-13.574407105799999,-11.1214796447,3.07240562546,-11.175626943,-1.4120014803799998,3.12321317543,2.50487712805,62.2959931336,3970.56751887,3120.29042064,672.61760261,988.194255018,569.860878151,607.096519899,629.265691178,192.66141318,176.10819831700005,157.95932547,182.20822200599997
769,dance and electronica,-19.66,198.734,5,8,1,315.2452600000001,29.005175090300003,150.706518953,-27.0506931408,-3.98911823105,8.06033574007,-27.4624855596,18.752648917000002,15.777959386300001,-20.532276173299998,1.38618592058,-6.47232400722,-1.50418862816,62.5165667979,5437.90219413,5006.78263305,3142.609728,1999.76684524,732.178244255,615.0438837869999,991.2697201130001,784.1399282760001,418.112662478,345.454835585,211.58967746
776,punk,-7.757999999999999,106.721,1,4,1,179.93098,46.0388037866,-15.395738382100001,37.7123201377,7.08846987952,-47.055516351099996,0.139363166954,10.646707401,-6.22274354561,5.32218760757,-3.825383821,-0.930421686747,3.51735628227,60.8095293522,3169.00786153,1639.33914893,1158.91529381,618.922934825,731.729118785,399.031804606,541.609115399,354.41588854099996,331.645893128,262.393839817,178.22875007099998
1616,dance and electronica,-13.013,120.01,4,0,1,306.7032200000001,40.6340774863,-171.724863941,-9.99153996339,-8.112064063450001,-30.332785845,-21.131030506400002,5.85056863941,11.530676022,-14.3466070775,-13.3758126907,8.9963471629,5.46683770592,32.259768280100005,5262.61508141,1612.34638584,532.314889311,1090.44964104,454.61904550099996,787.72667108,498.253358007,688.6121182730002,296.451277673,164.420144185,374.238566155
4449,dance and electronica,-5.319,131.036,4,9,1,293.04118,49.6924074074,76.4416751543,1.18949691358,6.213888888890001,-3.55282175926,-24.6704953704,13.4551149691,-5.66974074074,5.60619444444,2.12694675926,4.22616049383,-0.833986882716,7.82505034482,1825.7068759,1989.24643318,348.436881907,1132.18868902,424.387602571,756.26132516,439.23106116400004,454.793630928,256.017748876,140.452012613,425.407637704
3952,metal,-5.869,141.855,5,5,0,176.48281,51.193491048599995,71.5790792839,8.54552429668,-20.656056266,-34.8706803069,-29.3022173913,-23.935033248099998,-7.611818414319999,18.1865370844,8.785199488489999,0.8960741687980001,5.76370332481,12.0259156821,386.847996523,412.511029145,1199.13201251,428.942320744,396.479339076,194.973948094,172.743976537,81.6349672614,143.31601042100002,183.54842752099998,62.921261461899995
3778,metal,-4.268,111.055,4,2,1,227.47383,51.2707951807,54.3107951807,30.1669745649,-4.1894337349400015,-32.746642570300004,-19.4188821954,0.286321285141,-1.85240160643,16.459502008,9.635277108430001,1.51518741633,9.86867336011,12.5180793516,459.586667906,777.207990745,450.291185737,474.08401608,515.165117598,294.29384241900004,175.726810505,234.771645816,130.37470551200002,154.16297937,154.916401427
